,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Customer_ID
413,281,4,374.0,1,1,2,112,4,LOST,12873.0
414,142,2,343.2300000000001,2,1,2,212,5,REGULARS,12875.0
415,57,85,2218.0200000000004,2,3,4,234,9,BIG SPENDER,12876.0
416,3,154,1535.7700000000007,4,4,3,443,11,LOYAL,12877.0
417,235,47,854.9899999999999,1,3,3,133,7,LOST,12878.0
418,44,10,573.22,3,1,2,312,6,REGULARS,12879.0
419,275,7,298.0,1,1,1,111,3,LOST,12881.0
420,8,13,1463.0399999999995,4,1,3,413,8,ACTIVE,12882.0
421,24,42,703.4700000000001,3,3,3,333,9,REGULARS,12883.0
422,87,7,309.05000000000007,2,1,2,212,5,REGULARS,12884.0
423,62,71,1175.2199999999996,2,3,3,233,8,REGULARS,12885.0
424,67,82,1378.4,2,3,3,233,8,REGULARS,12886.0
425,213,5,354.12,1,1,2,112,4,LOST,12888.0
426,23,82,380.46999999999997,3,3,2,332,8,REGULARS,12890.0
427,185,3,331.0,1,1,2,112,4,LOST,12891.0
428,30,34,188.14,3,2,1,321,6,LIGHT,12893.0
429,41,22,372.79999999999995,3,2,2,322,7,REGULARS,12895.0
430,204,4,216.5,1,1,1,111,3,LOST,12897.0
432,264,10,138.68,1,1,1,111,3,LOST,12902.0
433,17,72,509.57999999999976,4,3,2,432,9,ACTIVE,12904.0
434,11,63,2919.809999999999,4,3,4,434,11,BIG SPENDER,12906.0
435,175,2,750.0,1,1,3,113,5,LOST,12908.0
436,39,91,2178.67,3,3,4,334,10,BIG SPENDER,12909.0
437,22,75,3075.0400000000013,3,3,4,334,10,BIG SPENDER,12910.0
438,2,24,1662.3,4,2,4,424,10,BIG SPENDER,12912.0
439,4,50,2483.6299999999997,4,3,4,434,11,BIG SPENDER,12913.0
440,148,22,363.65,1,2,2,122,5,LOST,12915.0
441,138,107,3006.1500000000005,2,4,4,244,10,BIG SPENDER,12916.0
442,127,2,594.0,2,1,2,212,5,REGULARS,12917.0
443,7,50,1335.1899999999998,4,3,3,433,10,ACTIVE,12919.0
444,16,28,164.23000000000002,4,2,1,421,7,ACTIVE,12920.0
446,160,28,405.38,1,2,2,122,5,LOST,12922.0
447,63,29,176.97,2,2,1,221,5,LIGHT,12923.0
448,87,30,933.7000000000003,2,2,3,223,7,REGULARS,12924.0
449,4,45,694.0499999999998,4,3,3,433,10,ACTIVE,12925.0
450,34,84,2062.6999999999994,3,3,4,334,10,BIG SPENDER,12928.0
451,311,8,117.85000000000001,1,1,1,111,3,LOST,12929.0
452,77,25,415.8,2,2,2,222,6,REGULARS,12930.0
454,23,106,607.5299999999999,3,4,2,342,9,LOYAL,12933.0
455,1,129,2160.6999999999994,4,4,4,444,12,STARS,12935.0
456,16,62,1063.9000000000005,4,3,3,433,10,ACTIVE,12936.0
457,14,120,1504.2700000000004,4,4,3,443,11,LOYAL,12937.0
458,25,9,114.14,3,1,1,311,5,LIGHT,12938.0
459,63,47,11581.8,2,3,4,234,9,BIG SPENDER,12939.0
460,54,99,913.5400000000001,2,4,3,243,9,LOYAL,12940.0
461,130,75,683.9000000000001,2,3,3,233,8,REGULARS,12942.0
462,35,30,604.51,3,2,2,322,7,REGULARS,12944.0
463,287,23,462.95000000000005,1,2,2,122,5,LOST,12945.0
464,143,97,1603.9900000000002,2,4,4,244,10,BIG SPENDER,12947.0
465,15,116,2064.95,4,4,4,444,12,STARS,12948.0
466,30,215,4167.220000000001,3,4,4,344,11,BIG SPENDER,12949.0
467,1,23,1843.0,4,2,4,424,10,BIG SPENDER,12950.0
468,8,63,1064.0700000000004,4,3,3,433,10,ACTIVE,12951.0
469,5,79,1387.7900000000004,4,3,3,433,10,ACTIVE,12952.0
470,9,17,329.84999999999997,4,1,2,412,7,ACTIVE,12953.0
471,0,180,4757.159999999999,4,4,4,444,12,STARS,12955.0
472,305,19,108.07,1,2,1,121,4,LOST,12956.0
473,9,238,4017.5400000000027,4,4,4,444,12,STARS,12957.0
474,6,16,266.39000000000004,4,1,1,411,6,NEW,12962.0
475,7,95,1856.6299999999997,4,3,4,434,11,BIG SPENDER,12963.0
476,88,109,771.9099999999996,2,4,3,243,9,LOYAL,12965.0
477,9,10,160.18,4,1,1,411,6,NEW,12966.0
478,357,19,1660.9,1,2,4,124,7,BIG SPENDER,12967.0
479,111,5,135.95,2,1,1,211,4,LIGHT,12968.0
480,6,151,452.23999999999995,4,4,2,442,10,LOYAL,12970.0
481,3,305,11189.909999999996,4,4,4,444,12,STARS,12971.0
482,197,8,144.8,1,1,1,111,3,LOST,12974.0
483,211,22,738.6,1,2,3,123,6,LOST,12976.0
484,155,9,39.24,1,1,1,111,3,LOST,12977.0
485,157,20,7374.900000000001,1,2,4,124,7,BIG SPENDER,12980.0
486,29,20,372.21999999999997,3,2,2,322,7,REGULARS,12981.0
487,242,28,390.53999999999996,1,2,2,122,5,LOST,12982.0
488,18,4,97.5,3,1,1,311,5,LIGHT,12984.0
489,0,76,1239.38,4,3,3,433,10,ACTIVE,12985.0
490,73,28,558.7,2,2,2,222,6,REGULARS,12987.0
491,291,92,535.32,1,3,2,132,6,LOST,12988.0
492,2,64,6924.109999999996,4,3,4,434,11,BIG SPENDER,12989.0
493,30,13,409.50000000000006,3,1,2,312,6,REGULARS,12990.0
494,22,31,503.76,3,2,2,322,7,REGULARS,12991.0
495,22,27,414.75999999999993,3,2,2,322,7,REGULARS,12993.0
496,3,61,974.42,4,3,3,433,10,ACTIVE,12994.0
497,84,3,211.32,2,1,1,211,4,LIGHT,12995.0
498,21,59,1226.89,3,3,3,333,9,REGULARS,12997.0
499,195,28,455.8799999999999,1,2,2,122,5,LOST,12999.0
500,106,31,534.8500000000001,2,2,2,222,6,REGULARS,13000.0
501,3,339,9818.820000000012,4,4,4,444,12,STARS,13001.0
502,317,7,120.94999999999999,1,1,1,111,3,LOST,13002.0
503,105,6,149.05,2,1,1,211,4,LIGHT,13003.0
504,11,404,5655.91,4,4,4,444,12,STARS,13004.0
505,173,26,513.7,1,2,2,122,5,LOST,13005.0
506,55,4,81.57,2,1,1,211,4,LIGHT,13006.0
507,322,14,229.47000000000003,1,1,1,111,3,LOST,13008.0
508,371,3,50.550000000000004,1,1,1,111,3,LOST,13011.0
509,8,89,1661.8400000000008,4,3,4,434,11,BIG SPENDER,13012.0
510,0,219,4810.9400000000005,4,4,4,444,12,STARS,13013.0
511,10,109,3466.2799999999997,4,4,4,444,12,STARS,13014.0
512,52,176,3346.2800000000016,2,4,4,244,10,BIG SPENDER,13015.0
513,72,47,789.8899999999996,2,3,3,233,8,REGULARS,13016.0
514,6,1,204.0,4,1,1,411,6,NEW,13017.0
515,15,458,7277.699999999997,4,4,4,444,12,STARS,13018.0
516,3,131,2616.38,4,4,4,444,12,STARS,13021.0
517,63,40,689.9000000000001,2,2,3,223,7,REGULARS,13023.0
518,0,40,975.3599999999998,4,2,3,423,9,ACTIVE,13026.0
519,113,26,6912.0,2,2,4,224,8,BIG SPENDER,13027.0
520,22,45,661.32,3,3,3,333,9,REGULARS,13028.0
521,30,10,1247.5,3,1,3,313,7,REGULARS,13029.0
522,10,99,799.4800000000001,4,4,3,443,11,LOYAL,13030.0
523,51,71,1010.1799999999997,3,3,3,333,9,REGULARS,13032.0
524,356,11,190.54999999999998,1,1,1,111,3,LOST,13033.0
525,54,37,642.77,2,2,2,222,6,REGULARS,13034.0
526,73,27,921.8800000000002,2,2,3,223,7,REGULARS,13035.0
527,137,48,881.07,2,3,3,233,8,REGULARS,13037.0
528,79,28,908.46,2,2,3,223,7,REGULARS,13038.0
529,8,43,676.9900000000001,4,3,3,433,10,ACTIVE,13040.0
530,272,13,516.4200000000001,1,1,2,112,4,LOST,13043.0
531,290,33,560.4700000000001,1,2,2,122,5,LOST,13044.0
532,98,18,305.28,2,2,2,222,6,REGULARS,13045.0
533,30,35,629.31,3,2,2,322,7,REGULARS,13046.0
534,31,172,3237.540000000001,3,4,4,344,11,BIG SPENDER,13047.0
535,13,136,1835.9099999999994,4,4,4,444,12,STARS,13048.0
536,63,14,656.6800000000002,2,1,2,212,5,REGULARS,13049.0
537,14,403,5836.86,4,4,4,444,12,STARS,13050.0
538,211,18,348.15000000000003,1,2,2,122,5,LOST,13052.0
539,77,76,1214.41,2,3,3,233,8,REGULARS,13055.0
540,24,8,271.4,3,1,1,311,5,LIGHT,13058.0
541,249,8,183.4,1,1,1,111,3,LOST,13059.0
542,253,15,307.53000000000003,1,1,2,112,4,LOST,13060.0
543,71,10,248.61,2,1,1,211,4,LIGHT,13061.0
544,190,11,346.98,1,1,2,112,4,LOST,13062.0
545,12,69,1119.4900000000005,4,3,3,433,10,ACTIVE,13064.0
546,372,14,205.85999999999999,1,1,1,111,3,LOST,13065.0
547,23,48,470.80000000000007,3,3,2,332,8,REGULARS,13066.0
548,81,15,115.46000000000002,2,1,1,211,4,LIGHT,13067.0
549,9,2,344.0,4,1,2,412,7,ACTIVE,13068.0
550,0,425,4436.119999999994,4,4,4,444,12,STARS,13069.0
551,191,9,228.8,1,1,1,111,3,LOST,13070.0
552,266,7,177.14999999999998,1,1,1,111,3,LOST,13072.0
553,129,22,919.61,2,2,3,223,7,REGULARS,13075.0
554,0,112,729.2700000000001,4,4,3,443,11,LOYAL,13077.0
555,2,358,12627.94,4,4,4,444,12,STARS,13078.0
556,3,6,220.09999999999997,4,1,1,411,6,NEW,13079.0
557,178,6,58.08,1,1,1,111,3,LOST,13080.0
559,125,73,3613.6300000000006,2,3,4,234,9,BIG SPENDER,13082.0
560,3,18,303.75,4,2,1,421,7,ACTIVE,13083.0
561,157,22,416.08000000000004,1,2,2,122,5,LOST,13085.0
563,8,155,8910.82,4,4,4,444,12,STARS,13090.0
564,27,21,345.82,3,2,2,322,7,REGULARS,13091.0
565,70,25,477.83,2,2,2,222,6,REGULARS,13092.0
566,275,159,7832.469999999998,1,4,4,144,9,BIG SPENDER,13093.0
567,20,24,1927.3200000000002,3,2,4,324,9,BIG SPENDER,13094.0
568,70,6,74.4,2,1,1,211,4,LIGHT,13095.0
569,32,423,6010.419999999994,3,4,4,344,11,BIG SPENDER,13097.0
571,98,1,207.35999999999999,2,1,1,211,4,LIGHT,13099.0
572,233,8,101.18999999999998,1,1,1,111,3,LOST,13101.0
573,0,304,6424.090000000001,4,4,4,444,12,STARS,13102.0
574,39,8,243.94,3,1,1,311,5,LIGHT,13103.0
575,2,20,1098.48,4,2,3,423,9,ACTIVE,13104.0
576,132,1,76.5,2,1,1,211,4,LIGHT,13106.0
577,43,58,1531.6200000000003,3,3,3,333,9,REGULARS,13107.0
578,372,10,350.05999999999995,1,1,2,112,4,LOST,13108.0
579,59,47,786.5400000000001,2,3,3,233,8,REGULARS,13109.0
580,30,145,1488.6700000000012,3,4,3,343,10,LOYAL,13110.0
581,0,200,12245.960000000003,4,4,4,444,12,STARS,13113.0
582,11,120,2294.7800000000007,4,4,4,444,12,STARS,13115.0
583,137,30,501.14000000000004,2,2,2,222,6,REGULARS,13116.0
584,21,76,984.9099999999996,3,3,3,333,9,REGULARS,13117.0
585,19,79,1197.8099999999995,3,3,3,333,9,REGULARS,13118.0
586,238,1,30.599999999999998,1,1,1,111,3,LOST,13120.0
587,268,50,283.7299999999999,1,3,1,131,5,LOST,13121.0
588,93,55,922.3900000000002,2,3,3,233,8,REGULARS,13122.0
589,89,235,3866.3299999999977,2,4,4,244,10,BIG SPENDER,13124.0
590,4,140,2099.6399999999994,4,4,4,444,12,STARS,13126.0
591,77,15,259.16999999999996,2,1,1,211,4,LIGHT,13127.0
592,93,2,64.0,2,1,1,211,4,LIGHT,13130.0
593,22,44,1073.2999999999997,3,3,3,333,9,REGULARS,13131.0
594,261,3,77.3,1,1,1,111,3,LOST,13132.0
595,273,7,109.80000000000001,1,1,1,111,3,LOST,13133.0
596,85,98,1793.58,2,4,4,244,10,BIG SPENDER,13134.0
597,196,1,3096.0,1,1,4,114,6,BIG SPENDER,13135.0
598,55,127,2607.6099999999997,2,4,4,244,10,BIG SPENDER,13136.0
599,10,704,3650.409999999999,4,4,4,444,12,STARS,13137.0
600,21,63,962.3900000000001,3,3,3,333,9,REGULARS,13138.0
601,15,170,5064.940000000003,4,4,4,444,12,STARS,13139.0
602,107,46,423.71999999999997,2,3,2,232,7,REGULARS,13140.0
603,84,135,2388.7499999999995,2,4,4,244,10,BIG SPENDER,13141.0
604,18,23,307.0899999999999,3,2,2,322,7,REGULARS,13142.0
605,332,3,110.94999999999999,1,1,1,111,3,LOST,13144.0
606,39,6,618.52,3,1,2,312,6,REGULARS,13145.0
607,25,17,228.91,3,1,1,311,5,LIGHT,13146.0
608,9,4,712.8000000000001,4,1,3,413,8,ACTIVE,13147.0
609,28,319,3707.120000000001,3,4,4,344,11,BIG SPENDER,13148.0
610,13,86,1676.0599999999997,4,3,4,434,11,BIG SPENDER,13149.0
611,295,74,1257.8700000000003,1,3,3,133,7,LOST,13151.0
612,5,15,486.22,4,1,2,412,7,ACTIVE,13153.0
613,32,85,971.76,3,3,3,333,9,REGULARS,13155.0
614,48,87,1741.2199999999991,3,3,4,334,10,BIG SPENDER,13157.0
615,94,79,1201.0600000000004,2,3,3,233,8,REGULARS,13158.0
616,8,121,1437.8500000000006,4,4,3,443,11,LOYAL,13159.0
617,21,4,91.8,3,1,1,311,5,LIGHT,13160.0
618,312,8,112.75,1,1,1,111,3,LOST,13161.0
619,121,79,1688.2899999999995,2,3,4,234,9,BIG SPENDER,13162.0
620,45,42,1021.4799999999999,3,3,3,333,9,REGULARS,13165.0
621,282,41,417.19999999999993,1,3,2,132,6,LOST,13166.0
622,18,65,791.3300000000002,3,3,3,333,9,REGULARS,13167.0
623,35,131,1319.19,3,4,3,343,10,LOYAL,13168.0
624,63,13,712.88,2,1,3,213,6,REGULARS,13169.0
625,26,32,116.01000000000002,3,2,1,321,6,LIGHT,13170.0
626,21,46,468.4099999999999,3,3,2,332,8,REGULARS,13171.0
627,3,43,353.65000000000003,4,3,2,432,9,ACTIVE,13173.0
628,15,314,2817.0300000000007,4,4,4,444,12,STARS,13174.0
629,45,72,492.8400000000001,3,3,2,332,8,REGULARS,13176.0
630,64,17,282.45,2,1,1,211,4,LIGHT,13177.0
631,25,265,5725.470000000003,3,4,4,344,11,BIG SPENDER,13178.0
632,44,11,121.17999999999999,3,1,1,311,5,LIGHT,13182.0
633,7,94,3957.7800000000016,4,3,4,434,11,BIG SPENDER,13183.0
634,14,181,1701.2900000000009,4,4,4,444,12,STARS,13184.0
635,267,1,71.4,1,1,1,111,3,LOST,13185.0
636,39,79,1575.8900000000003,3,3,4,334,10,BIG SPENDER,13186.0
637,336,37,236.01999999999995,1,2,1,121,4,LOST,13187.0
638,10,2,114.60000000000001,4,1,1,411,6,NEW,13188.0
639,18,29,260.68,3,2,1,321,6,LIGHT,13189.0
640,94,63,911.9400000000002,2,3,3,233,8,REGULARS,13192.0
641,60,29,117.88000000000001,2,2,1,221,5,LIGHT,13193.0
642,135,3,60.7,2,1,1,211,4,LIGHT,13194.0
643,10,110,1797.78,4,4,4,444,12,STARS,13196.0
644,9,226,3401.239999999997,4,4,4,444,12,STARS,13198.0
645,3,119,9817.120000000003,4,4,4,444,12,STARS,13199.0
646,18,46,870.09,3,3,3,333,9,REGULARS,13200.0
647,9,57,869.4599999999999,4,3,3,433,10,ACTIVE,13203.0
648,14,8,250.26000000000002,4,1,1,411,6,NEW,13207.0
649,58,149,1223.8999999999999,2,4,3,243,9,LOYAL,13208.0
650,29,321,5891.609999999999,3,4,4,344,11,BIG SPENDER,13209.0
651,93,22,353.47999999999996,2,2,2,222,6,REGULARS,13210.0
652,9,56,1197.4199999999998,4,3,3,433,10,ACTIVE,13211.0
653,19,142,788.0799999999998,3,4,3,343,10,LOYAL,13212.0
654,56,90,1520.5800000000004,2,3,3,233,8,REGULARS,13213.0
655,267,5,333.74,1,1,2,112,4,LOST,13216.0
656,121,4,533.98,2,1,2,212,5,REGULARS,13217.0
657,126,5,62.64,2,1,1,211,4,LIGHT,13218.0
658,77,21,819.29,2,2,3,223,7,REGULARS,13220.0
659,239,66,847.4100000000001,1,3,3,133,7,LOST,13221.0
660,199,5,163.20000000000002,1,1,1,111,3,LOST,13223.0
661,59,108,2155.9499999999994,2,4,4,244,10,BIG SPENDER,13224.0
662,2,32,6463.840000000002,4,2,4,424,10,BIG SPENDER,13225.0
663,272,16,108.21000000000001,1,1,1,111,3,LOST,13226.0
664,201,9,257.7,1,1,1,111,3,LOST,13227.0
665,80,2,358.0,2,1,2,212,5,REGULARS,13228.0
666,225,10,160.95,1,1,1,111,3,LOST,13229.0
667,3,611,2806.9700000000007,4,4,4,444,12,STARS,13230.0
668,12,207,1357.6000000000015,4,4,3,443,11,LOYAL,13232.0
669,73,43,605.1200000000001,2,3,2,232,7,REGULARS,13233.0
670,211,58,1031.0699999999997,1,3,3,133,7,LOST,13235.0
671,24,36,744.8500000000003,3,2,3,323,8,REGULARS,13236.0
672,16,31,700.7300000000001,4,2,3,423,9,ACTIVE,13238.0
673,261,21,329.56,1,2,2,122,5,LOST,13239.0
674,95,67,663.6500000000001,2,3,3,233,8,REGULARS,13240.0
675,111,13,270.40000000000003,2,1,1,211,4,LIGHT,13242.0
676,202,58,600.07,1,3,2,132,6,LOST,13243.0
677,92,27,121.74000000000001,2,2,1,221,5,LIGHT,13244.0
678,50,16,430.5,3,1,2,312,6,REGULARS,13245.0
679,17,141,1987.3000000000009,4,4,4,444,12,STARS,13246.0
680,17,25,501.12,4,2,2,422,8,ACTIVE,13247.0
681,124,26,465.6799999999999,2,2,2,222,6,REGULARS,13248.0
682,91,23,711.41,2,2,3,223,7,REGULARS,13249.0
683,156,36,1030.3999999999999,1,2,3,123,6,LOST,13253.0
684,8,13,399.51,4,1,2,412,7,ACTIVE,13255.0
685,11,38,698.5799999999999,4,2,3,423,9,ACTIVE,13258.0
686,61,87,292.3199999999999,2,3,1,231,6,LIGHT,13259.0
687,60,8,557.6200000000001,2,1,2,212,5,REGULARS,13260.0
688,268,9,944.1,1,1,3,113,5,LOST,13261.0
689,262,11,200.29000000000002,1,1,1,111,3,LOST,13262.0
691,52,91,2107.6600000000008,2,3,4,234,9,BIG SPENDER,13265.0
692,10,187,3834.26,4,4,4,444,12,STARS,13266.0
693,2,211,4521.490000000001,4,4,4,444,12,STARS,13267.0
694,17,440,3214.6899999999996,4,4,4,444,12,STARS,13268.0
695,0,316,5346.23,4,4,4,444,12,STARS,13269.0
696,365,1,590.0,1,1,2,112,4,LOST,13270.0
697,36,96,217.3799999999999,3,3,1,331,7,LIGHT,13271.0
698,30,15,276.56000000000006,3,1,1,311,5,LIGHT,13272.0
699,112,16,138.97999999999996,2,1,1,211,4,LIGHT,13273.0
700,63,30,590.93,2,2,2,222,6,REGULARS,13276.0
701,15,8,258.4,4,1,1,411,6,NEW,13277.0
702,40,46,542.73,3,3,2,332,8,REGULARS,13278.0
703,77,9,137.75,2,1,1,211,4,LIGHT,13279.0
704,121,85,814.8600000000001,2,3,3,233,8,REGULARS,13280.0
705,17,37,1132.1399999999999,4,2,3,423,9,ACTIVE,13282.0
706,59,7,93.66,2,1,1,211,4,LIGHT,13283.0
707,330,13,201.19,1,1,1,111,3,LOST,13284.0
708,22,187,2709.1200000000003,3,4,4,344,11,BIG SPENDER,13285.0
709,155,42,361.10999999999996,1,3,2,132,6,LOST,13291.0
710,38,31,578.9399999999999,3,2,2,322,7,REGULARS,13292.0
711,189,54,873.7399999999998,1,3,3,133,7,LOST,13294.0
712,359,10,201.2,1,1,1,111,3,LOST,13295.0
713,136,5,87.4,2,1,1,211,4,LIGHT,13296.0
714,7,59,2089.8500000000004,4,3,4,434,11,BIG SPENDER,13297.0
715,0,2,360.0,4,1,2,412,7,ACTIVE,13298.0
716,267,5,142.5,1,1,1,111,3,LOST,13299.0
717,168,20,371.89000000000004,1,2,2,122,5,LOST,13300.0
718,103,81,618.0899999999998,2,3,2,232,7,REGULARS,13301.0
719,154,1,63.75,1,1,1,111,3,LOST,13302.0
720,350,21,300.4199999999999,1,2,1,121,4,LOST,13304.0
721,3,81,2000.8599999999992,4,3,4,434,11,BIG SPENDER,13305.0
722,119,1,15.0,2,1,1,211,4,LIGHT,13307.0
723,22,54,1385.51,3,3,3,333,9,REGULARS,13308.0
724,6,107,1456.7899999999993,4,4,3,443,11,LOYAL,13309.0
725,27,72,1132.0300000000002,3,3,3,333,9,REGULARS,13310.0
726,3,26,598.57,4,2,2,422,8,ACTIVE,13311.0
727,21,78,1555.3199999999993,3,3,3,333,9,REGULARS,13313.0
728,1,62,775.9400000000002,4,3,3,433,10,ACTIVE,13314.0
729,36,87,5977.730000000001,3,3,4,334,10,BIG SPENDER,13316.0
730,65,124,2273.679999999999,2,4,4,244,10,BIG SPENDER,13317.0
731,0,20,640.76,4,2,2,422,8,ACTIVE,13318.0
732,4,476,10845.549999999988,4,4,4,444,12,STARS,13319.0
733,77,106,1548.7000000000003,2,4,3,243,9,LOYAL,13320.0
734,71,11,567.36,2,1,2,212,5,REGULARS,13321.0
735,16,25,199.48,4,2,1,421,7,ACTIVE,13322.0
736,2,21,787.85,4,2,3,423,9,ACTIVE,13323.0
737,35,75,7121.949999999994,3,3,4,334,10,BIG SPENDER,13324.0
738,81,12,675.3,2,1,3,213,6,REGULARS,13325.0
739,38,108,3627.769999999998,3,4,4,344,11,BIG SPENDER,13327.0
740,315,17,1308.48,1,1,3,113,5,LOST,13328.0
741,31,17,789.0,3,1,3,313,7,REGULARS,13329.0
742,92,53,1140.9299999999996,2,3,3,233,8,REGULARS,13330.0
743,13,21,350.9,4,2,2,422,8,ACTIVE,13332.0
744,81,268,3536.819999999998,2,4,4,244,10,BIG SPENDER,13334.0
745,76,51,795.12,2,3,3,233,8,REGULARS,13336.0
746,157,19,487.02,1,2,2,122,5,LOST,13338.0
747,200,54,860.1200000000002,1,3,3,133,7,LOST,13339.0
748,44,134,10736.47999999999,3,4,4,344,11,BIG SPENDER,13340.0
749,260,42,775.8499999999999,1,3,3,133,7,LOST,13341.0
750,177,19,353.43,1,2,2,122,5,LOST,13343.0
751,67,119,2543.720000000002,2,4,4,244,10,BIG SPENDER,13344.0
752,287,20,389.50000000000006,1,2,2,122,5,LOST,13345.0
753,69,8,341.36,2,1,2,212,5,REGULARS,13347.0
754,63,14,233.76,2,1,1,211,4,LIGHT,13348.0
755,10,16,247.31999999999996,4,1,1,411,6,NEW,13349.0
756,15,40,979.1199999999999,4,2,3,423,9,ACTIVE,13350.0
757,65,16,373.94,2,1,2,212,5,REGULARS,13351.0
758,59,24,397.9800000000001,2,2,2,222,6,REGULARS,13352.0
759,70,51,743.5300000000003,2,3,3,233,8,REGULARS,13354.0
760,121,32,674.7,2,2,3,223,7,REGULARS,13355.0
761,79,42,768.2400000000001,2,3,3,233,8,REGULARS,13356.0
762,256,90,609.9500000000002,1,3,2,132,6,LOST,13357.0
763,268,29,439.03000000000003,1,2,2,122,5,LOST,13358.0
764,63,23,439.55999999999995,2,2,2,222,6,REGULARS,13359.0
765,8,166,3090.7399999999984,4,4,4,444,12,STARS,13362.0
766,17,60,992.5000000000002,4,3,3,433,10,ACTIVE,13363.0
767,70,10,134.96,2,1,1,211,4,LIGHT,13364.0
768,33,128,2225.3700000000013,3,4,4,344,11,BIG SPENDER,13365.0
769,49,1,56.160000000000004,3,1,1,311,5,LIGHT,13366.0
770,256,29,623.4,1,2,2,122,5,LOST,13368.0
771,365,14,308.28000000000003,1,1,2,112,4,LOST,13369.0
772,371,39,754.8700000000003,1,2,3,123,6,LOST,13370.0
773,89,23,378.64,2,2,2,222,6,REGULARS,13372.0
774,60,158,3312.2500000000005,2,4,4,244,10,BIG SPENDER,13373.0
775,88,37,778.6499999999997,2,2,3,223,7,REGULARS,13375.0
776,98,53,1019.7600000000003,2,3,3,233,8,REGULARS,13376.0
777,25,97,572.5599999999997,3,4,2,342,9,LOYAL,13379.0
778,31,172,3639.3100000000004,3,4,4,344,11,BIG SPENDER,13381.0
779,280,15,222.99,1,1,1,111,3,LOST,13382.0
780,30,152,4151.929999999999,3,4,4,344,11,BIG SPENDER,13384.0
781,329,35,534.5700000000002,1,2,2,122,5,LOST,13385.0
782,130,35,677.1000000000001,2,2,3,223,7,REGULARS,13388.0
783,10,51,797.96,4,3,3,433,10,ACTIVE,13389.0
784,74,13,544.0799999999999,2,1,2,212,5,REGULARS,13390.0
785,203,1,59.8,1,1,1,111,3,LOST,13391.0
786,1,155,2520.0199999999995,4,4,4,444,12,STARS,13394.0
787,184,21,307.72,1,2,2,122,5,LOST,13395.0
788,28,43,1360.9899999999998,3,3,3,333,9,REGULARS,13396.0
789,72,38,1544.1299999999997,2,2,3,223,7,REGULARS,13397.0
790,191,26,457.3400000000001,1,2,2,122,5,LOST,13398.0
791,126,39,621.2300000000002,2,2,2,222,6,REGULARS,13402.0
792,17,3,75.0,4,1,1,411,6,NEW,13403.0
793,0,11,252.48999999999998,4,1,1,411,6,NEW,13404.0
794,73,27,572.4509999999999,2,2,2,222,6,REGULARS,13405.0
796,23,28,1003.0600000000001,3,2,3,323,8,REGULARS,13410.0
797,106,18,213.55000000000004,2,2,1,221,5,LIGHT,13411.0
798,133,24,1390.5,2,2,3,223,7,REGULARS,13414.0
799,43,19,712.5000000000001,3,2,3,323,8,REGULARS,13416.0
800,4,28,640.83,4,2,2,422,8,ACTIVE,13417.0
801,11,304,6127.429999999998,4,4,4,444,12,STARS,13418.0
802,63,16,221.05999999999995,2,1,1,211,4,LIGHT,13419.0
803,149,8,159.85,1,1,1,111,3,LOST,13420.0
804,39,104,1851.0799999999995,3,4,4,344,11,BIG SPENDER,13421.0
805,63,127,2626.3000000000006,2,4,4,244,10,BIG SPENDER,13422.0
806,107,78,1624.2099999999998,2,3,4,234,9,BIG SPENDER,13425.0
807,0,157,3641.3199999999974,4,4,4,444,12,STARS,13426.0
808,18,29,582.6,3,2,2,322,7,REGULARS,13427.0
809,9,74,218.46999999999994,4,3,1,431,8,ACTIVE,13428.0
810,10,67,1006.8000000000001,4,3,3,433,10,ACTIVE,13429.0
811,18,49,679.45,3,3,3,333,9,REGULARS,13430.0
812,66,46,1269.0999999999995,2,3,3,233,8,REGULARS,13431.0
813,73,10,534.24,2,1,2,212,5,REGULARS,13434.0
814,4,101,3809.89,4,4,4,444,12,STARS,13435.0
815,1,12,196.88999999999996,4,1,1,411,6,NEW,13436.0
816,13,167,3408.0599999999995,4,4,4,444,12,STARS,13437.0
817,254,54,283.71,1,3,1,131,5,LOST,13439.0
818,91,13,296.64000000000004,2,1,1,211,4,LIGHT,13441.0
819,22,59,1129.14,3,3,3,333,9,REGULARS,13447.0
820,16,195,3539.370000000002,4,4,4,444,12,STARS,13448.0
821,23,19,291.88,3,2,1,321,6,LIGHT,13449.0
822,26,71,2043.7200000000003,3,3,4,334,10,BIG SPENDER,13450.0
823,25,443,2976.149999999999,3,4,4,344,11,BIG SPENDER,13451.0
824,258,2,590.0,1,1,2,112,4,LOST,13452.0
825,165,17,356.98,1,1,2,112,4,LOST,13453.0
826,24,46,1058.34,3,3,3,333,9,REGULARS,13455.0
827,17,63,1766.7199999999998,4,3,4,434,11,BIG SPENDER,13456.0
828,6,382,9646.570000000002,4,4,4,444,12,STARS,13458.0
829,28,17,183.44,3,1,1,311,5,LIGHT,13460.0
830,38,27,1445.0000000000002,3,2,3,323,8,REGULARS,13461.0
831,252,9,151.5,1,1,1,111,3,LOST,13462.0
832,57,41,674.6800000000002,2,3,3,233,8,REGULARS,13464.0
833,183,17,307.90000000000003,1,1,2,112,4,LOST,13466.0
834,10,99,1083.71,4,4,3,443,11,LOYAL,13467.0
835,1,302,5704.970000000001,4,4,4,444,12,STARS,13468.0
